               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 310,            0.030135,             0.01415,            0.014604,             0.90146,             0.87288,             0.93313,             0.66382,            0.024774,            0.005313,           0.0037659,           0.0038818,           0.0038818,           0.0038818
                 311,            0.029987,            0.014101,            0.014738,             0.90055,             0.87383,             0.93309,             0.66435,            0.024754,           0.0053107,           0.0037492,            0.003862,            0.003862,            0.003862
                 312,            0.030013,            0.014203,            0.014647,             0.90028,             0.87441,              0.9334,             0.66494,            0.024731,            0.005308,           0.0037357,           0.0038422,           0.0038422,           0.0038422
                 313,            0.030033,            0.014249,            0.014819,             0.90153,             0.87407,             0.93374,             0.66536,            0.024715,           0.0053056,             0.00372,           0.0038224,           0.0038224,           0.0038224
                 314,            0.030199,            0.014139,            0.014613,             0.90213,             0.87414,             0.93409,              0.6658,            0.024695,           0.0053029,           0.0037057,           0.0038026,           0.0038026,           0.0038026
                 315,            0.029891,            0.014135,            0.014537,               0.903,             0.87477,             0.93447,              0.6665,            0.024676,           0.0053006,           0.0036902,           0.0037828,           0.0037828,           0.0037828
                 316,            0.029943,            0.014067,            0.014956,             0.90365,             0.87487,             0.93568,             0.66737,            0.024657,           0.0052977,           0.0036742,            0.003763,            0.003763,            0.003763
                 317,            0.029798,            0.014086,            0.014641,             0.90497,             0.87425,              0.9362,              0.6683,            0.024637,           0.0052954,           0.0036594,           0.0037432,           0.0037432,           0.0037432
                 318,            0.029777,            0.014009,            0.014616,             0.90551,             0.87404,             0.93649,             0.66912,            0.024617,           0.0052928,           0.0036436,           0.0037234,           0.0037234,           0.0037234
                 319,             0.02967,            0.014084,            0.014627,             0.90666,             0.87432,             0.93685,             0.66949,            0.024601,           0.0052902,           0.0036278,           0.0037036,           0.0037036,           0.0037036
                 320,            0.029874,            0.014073,            0.014084,             0.90664,             0.87491,             0.93748,             0.67011,            0.024582,           0.0052878,           0.0036128,           0.0036838,           0.0036838,           0.0036838
                 321,            0.029858,            0.014134,            0.014487,             0.90787,              0.8745,             0.93775,             0.67069,            0.024562,           0.0052849,            0.003598,            0.003664,            0.003664,            0.003664
                 322,            0.029505,            0.014048,            0.014369,             0.90913,             0.87474,             0.93819,             0.67114,            0.024543,           0.0052823,           0.0035832,           0.0036442,           0.0036442,           0.0036442
                 323,            0.029727,            0.014065,            0.014267,             0.90922,             0.87503,             0.93844,             0.67208,            0.024523,           0.0052794,           0.0035695,           0.0036244,           0.0036244,           0.0036244
                 324,            0.029673,            0.014149,            0.014451,             0.91006,              0.8754,             0.93868,             0.67268,            0.024502,            0.005277,           0.0035555,           0.0036046,           0.0036046,           0.0036046
                 325,            0.029698,            0.013953,            0.014251,              0.9101,             0.87609,             0.93911,             0.67319,            0.024481,           0.0052744,           0.0035408,           0.0035848,           0.0035848,           0.0035848
                 326,            0.029538,            0.013941,            0.014131,             0.91104,             0.87681,              0.9398,             0.67406,            0.024461,           0.0052719,           0.0035264,            0.003565,            0.003565,            0.003565
                 327,            0.029654,            0.014007,            0.014218,             0.91163,             0.87688,             0.94013,             0.67442,             0.02444,           0.0052692,           0.0035122,           0.0035452,           0.0035452,           0.0035452
                 328,            0.029497,            0.013973,            0.014014,             0.91391,             0.87645,              0.9404,             0.67496,            0.024419,           0.0052666,            0.003497,           0.0035254,           0.0035254,           0.0035254
                 329,            0.029543,            0.013915,             0.01423,             0.91432,             0.87699,             0.94089,             0.67592,            0.024394,           0.0052637,           0.0034816,           0.0035056,           0.0035056,           0.0035056
                 330,            0.029633,            0.014041,            0.014082,             0.91557,             0.87683,             0.94123,             0.67639,             0.02437,            0.005261,           0.0034667,           0.0034858,           0.0034858,           0.0034858
                 331,            0.029483,             0.01391,            0.013827,             0.91648,             0.87715,             0.94199,             0.67704,            0.024352,           0.0052583,           0.0034527,            0.003466,            0.003466,            0.003466
                 332,            0.029326,            0.014019,            0.013919,             0.91755,             0.87686,              0.9423,             0.67789,            0.024331,           0.0052557,           0.0034393,           0.0034462,           0.0034462,           0.0034462
                 333,            0.029383,            0.013953,            0.013679,              0.9191,             0.87643,             0.94234,              0.6783,            0.024308,           0.0052531,           0.0034237,           0.0034264,           0.0034264,           0.0034264
                 334,             0.02955,            0.013998,             0.01354,             0.92021,             0.87656,             0.94279,             0.67881,            0.024289,           0.0052504,           0.0034102,           0.0034066,           0.0034066,           0.0034066
                 335,            0.029344,            0.013898,            0.013618,             0.92069,             0.87686,             0.94313,             0.67944,            0.024268,           0.0052477,           0.0033972,           0.0033868,           0.0033868,           0.0033868
                 336,            0.029237,            0.013955,            0.013732,              0.9213,             0.87696,             0.94358,             0.68015,            0.024249,           0.0052451,           0.0033845,            0.003367,            0.003367,            0.003367
                 337,            0.029484,            0.013918,            0.013527,             0.92254,             0.87631,              0.9439,             0.68057,            0.024231,           0.0052425,           0.0033704,           0.0033472,           0.0033472,           0.0033472
                 338,            0.029378,            0.013989,            0.013561,             0.92375,             0.87624,             0.94421,             0.68116,             0.02421,           0.0052396,           0.0033571,           0.0033274,           0.0033274,           0.0033274
                 339,            0.029119,            0.013872,            0.013699,             0.92427,             0.87634,             0.94446,              0.6817,            0.024191,           0.0052366,            0.003345,           0.0033076,           0.0033076,           0.0033076
                 340,            0.029411,            0.013844,            0.013369,             0.92573,             0.87623,             0.94469,             0.68204,             0.02417,           0.0052335,           0.0033316,           0.0032878,           0.0032878,           0.0032878
                 341,            0.028808,            0.013895,            0.013439,             0.92555,             0.87658,             0.94505,              0.6827,            0.024148,           0.0052308,           0.0033184,            0.003268,            0.003268,            0.003268
                 342,            0.029171,             0.01393,            0.013621,             0.92692,             0.87707,             0.94539,             0.68305,            0.024125,           0.0052278,           0.0033049,           0.0032482,           0.0032482,           0.0032482
                 343,            0.029201,            0.013928,             0.01309,             0.92247,             0.87966,             0.94574,             0.68367,            0.024104,           0.0052251,           0.0032905,           0.0032284,           0.0032284,           0.0032284
                 344,            0.029034,             0.01385,            0.013294,             0.92269,             0.88028,             0.94603,             0.68423,            0.024081,           0.0052219,           0.0032769,           0.0032086,           0.0032086,           0.0032086
                 345,              0.0289,            0.013796,            0.013163,             0.92299,             0.88057,             0.94645,             0.68502,            0.024061,           0.0052191,            0.003263,           0.0031888,           0.0031888,           0.0031888
                 346,            0.028903,            0.013886,            0.013183,             0.92394,             0.88043,             0.94683,             0.68552,            0.024035,           0.0052157,           0.0032492,            0.003169,            0.003169,            0.003169
                 347,            0.028644,            0.013886,            0.013215,             0.92587,             0.87954,             0.94714,             0.68608,             0.02401,           0.0052127,           0.0032365,           0.0031492,           0.0031492,           0.0031492
                 348,            0.029009,            0.013945,            0.013175,             0.92755,             0.87997,             0.94742,             0.68643,            0.023991,           0.0052102,           0.0032248,           0.0031294,           0.0031294,           0.0031294
                 349,            0.028723,            0.013791,            0.012921,             0.92958,             0.87939,             0.94762,             0.68711,             0.02397,           0.0052074,           0.0032126,           0.0031096,           0.0031096,           0.0031096
                 350,            0.028679,            0.013763,            0.012816,             0.92921,             0.87981,             0.94788,             0.68768,             0.02395,           0.0052046,           0.0031989,           0.0030898,           0.0030898,           0.0030898
                 351,            0.028812,            0.013855,            0.012587,             0.92879,             0.88039,             0.94823,             0.68788,            0.023931,           0.0052023,           0.0031863,             0.00307,             0.00307,             0.00307
                 352,             0.02887,            0.013786,            0.012793,             0.92945,             0.88144,             0.94881,             0.68899,            0.023909,           0.0051989,           0.0031743,           0.0030502,           0.0030502,           0.0030502
                 353,            0.028761,            0.013764,            0.012547,             0.92934,             0.88197,             0.94922,             0.68997,            0.023889,           0.0051961,            0.003161,           0.0030304,           0.0030304,           0.0030304
                 354,            0.028786,            0.013714,            0.012979,             0.92889,             0.88239,              0.9496,              0.6909,            0.023867,           0.0051933,           0.0031478,           0.0030106,           0.0030106,           0.0030106
                 355,            0.028909,             0.01386,            0.013039,             0.92958,             0.88231,             0.95017,             0.69164,            0.023844,           0.0051904,           0.0031342,           0.0029908,           0.0029908,           0.0029908
                 356,            0.028908,            0.013836,            0.012732,             0.93031,             0.88268,             0.95033,              0.6919,             0.02382,           0.0051874,            0.003122,            0.002971,            0.002971,            0.002971
                 357,            0.028615,            0.013759,            0.012672,             0.93071,              0.8833,             0.95045,             0.69259,            0.023796,           0.0051845,           0.0031086,           0.0029512,           0.0029512,           0.0029512
                 358,            0.028511,             0.01375,            0.012463,             0.93057,             0.88375,             0.95078,             0.69328,            0.023771,           0.0051814,           0.0030966,           0.0029314,           0.0029314,           0.0029314
                 359,            0.028663,            0.013752,            0.012553,             0.93063,             0.88401,             0.95101,             0.69353,            0.023749,           0.0051784,           0.0030846,           0.0029116,           0.0029116,           0.0029116
                 360,            0.028519,            0.013679,            0.012368,             0.93102,              0.8842,             0.95145,             0.69416,            0.023728,           0.0051754,           0.0030715,           0.0028918,           0.0028918,           0.0028918
                 361,            0.028332,            0.013703,            0.012662,             0.93109,             0.88429,             0.95168,             0.69476,            0.023705,           0.0051721,           0.0030603,            0.002872,            0.002872,            0.002872
                 362,            0.028405,            0.013699,             0.01215,             0.93181,             0.88404,             0.95187,             0.69531,            0.023684,           0.0051691,           0.0030486,           0.0028522,           0.0028522,           0.0028522
                 363,            0.028282,            0.013699,            0.012406,             0.93225,             0.88442,             0.95212,              0.6959,             0.02366,           0.0051659,           0.0030369,           0.0028324,           0.0028324,           0.0028324
                 364,            0.028299,            0.013607,            0.012546,             0.93306,             0.88423,             0.95232,             0.69627,            0.023636,           0.0051629,           0.0030248,           0.0028126,           0.0028126,           0.0028126
                 365,            0.028297,            0.013723,            0.012272,             0.93304,             0.88516,             0.95262,             0.69673,            0.023617,             0.00516,           0.0030128,           0.0027928,           0.0027928,           0.0027928
                 366,            0.028169,            0.013614,            0.012476,             0.93364,             0.88569,             0.95302,             0.69759,            0.023593,           0.0051574,           0.0030021,            0.002773,            0.002773,            0.002773
                 367,            0.028491,            0.013559,            0.011912,             0.93421,              0.8859,             0.95321,             0.69819,             0.02357,           0.0051543,           0.0029913,           0.0027532,           0.0027532,           0.0027532
                 368,            0.028179,            0.013629,            0.011721,             0.93434,             0.88633,             0.95348,             0.69877,            0.023549,           0.0051511,           0.0029793,           0.0027334,           0.0027334,           0.0027334
                 369,            0.028056,            0.013518,            0.012129,              0.9334,             0.88719,             0.95365,             0.69958,            0.023528,           0.0051482,           0.0029684,           0.0027136,           0.0027136,           0.0027136
                 370,            0.028211,            0.013535,            0.012189,             0.93546,             0.88618,             0.95385,             0.70026,            0.023501,           0.0051451,            0.002957,           0.0026938,           0.0026938,           0.0026938
                 371,            0.028185,            0.013592,            0.012218,             0.93658,             0.88622,             0.95421,             0.70085,            0.023481,           0.0051423,           0.0029456,            0.002674,            0.002674,            0.002674
                 372,            0.028224,            0.013655,            0.012044,             0.93704,             0.88614,             0.95441,             0.70122,            0.023458,           0.0051395,           0.0029337,           0.0026542,           0.0026542,           0.0026542
                 373,            0.028007,            0.013551,             0.01175,             0.93664,             0.88701,             0.95459,             0.70163,            0.023435,           0.0051364,            0.002923,           0.0026344,           0.0026344,           0.0026344
                 374,            0.027939,            0.013585,             0.01179,              0.9373,             0.88698,             0.95488,             0.70225,            0.023409,           0.0051329,           0.0029104,           0.0026146,           0.0026146,           0.0026146
                 375,            0.027968,            0.013515,            0.011601,             0.93729,             0.88674,             0.95498,             0.70284,            0.023385,           0.0051295,           0.0028985,           0.0025948,           0.0025948,           0.0025948
                 376,            0.027947,            0.013533,            0.011631,             0.93783,             0.88704,             0.95525,             0.70326,            0.023359,           0.0051268,           0.0028869,            0.002575,            0.002575,            0.002575
                 377,            0.027971,            0.013576,            0.011564,             0.93844,             0.88707,             0.95565,             0.70407,            0.023332,           0.0051237,           0.0028749,           0.0025552,           0.0025552,           0.0025552
                 378,            0.027864,             0.01354,            0.011712,             0.93897,             0.88706,             0.95593,             0.70444,            0.023308,           0.0051206,           0.0028634,           0.0025354,           0.0025354,           0.0025354
                 379,            0.027829,            0.013432,            0.011604,             0.93854,             0.88783,             0.95607,             0.70498,            0.023284,           0.0051178,           0.0028522,           0.0025156,           0.0025156,           0.0025156
                 380,            0.027793,            0.013514,            0.011469,             0.93838,             0.88919,             0.95623,             0.70538,            0.023259,           0.0051147,           0.0028408,           0.0024958,           0.0024958,           0.0024958
                 381,             0.02786,            0.013487,             0.01142,             0.93823,             0.88973,             0.95643,             0.70603,            0.023232,           0.0051109,           0.0028294,            0.002476,            0.002476,            0.002476
                 382,            0.027875,            0.013561,            0.011414,             0.93792,             0.89031,             0.95666,             0.70623,            0.023211,            0.005108,           0.0028186,           0.0024562,           0.0024562,           0.0024562
                 383,             0.02775,            0.013421,             0.01161,             0.93838,              0.8903,             0.95682,             0.70678,            0.023185,           0.0051049,           0.0028083,           0.0024364,           0.0024364,           0.0024364
                 384,            0.027355,            0.013404,            0.011492,             0.93867,             0.89015,             0.95708,             0.70723,            0.023163,            0.005102,           0.0027971,           0.0024166,           0.0024166,           0.0024166
                 385,            0.027554,             0.01334,            0.011368,             0.93951,             0.88955,             0.95736,             0.70757,             0.02314,           0.0050991,           0.0027869,           0.0023968,           0.0023968,           0.0023968
                 386,            0.027445,            0.013414,            0.011309,             0.93979,              0.8892,              0.9575,             0.70789,            0.023117,           0.0050958,           0.0027765,            0.002377,            0.002377,            0.002377
                 387,            0.027636,            0.013403,            0.011156,             0.94035,             0.88986,             0.95771,             0.70929,            0.023093,           0.0050931,           0.0027651,           0.0023572,           0.0023572,           0.0023572
                 388,            0.027423,             0.01345,            0.011122,             0.94222,             0.88899,             0.95794,             0.70982,            0.023069,             0.00509,           0.0027538,           0.0023374,           0.0023374,           0.0023374
                 389,            0.027378,            0.013385,            0.011103,             0.94198,             0.89007,             0.95823,             0.71065,            0.023039,           0.0050863,           0.0027426,           0.0023176,           0.0023176,           0.0023176
                 390,            0.027439,            0.013488,            0.011209,             0.94232,             0.88988,             0.95837,             0.71116,            0.023015,           0.0050832,           0.0027325,           0.0022978,           0.0022978,           0.0022978
                 391,            0.027456,            0.013406,            0.010947,             0.94248,                0.89,             0.95861,             0.71187,             0.02299,           0.0050797,           0.0027211,            0.002278,            0.002278,            0.002278
                 392,            0.027418,            0.013288,             0.01108,             0.94267,             0.89047,             0.95881,             0.71237,            0.022967,           0.0050765,           0.0027106,           0.0022582,           0.0022582,           0.0022582
                 393,            0.027323,            0.013349,            0.010795,             0.94265,             0.89075,             0.95908,               0.713,            0.022941,           0.0050731,           0.0027002,           0.0022384,           0.0022384,           0.0022384
                 394,            0.026994,            0.013315,            0.010753,             0.94268,             0.89126,             0.95923,             0.71331,            0.022916,           0.0050697,           0.0026894,           0.0022186,           0.0022186,           0.0022186
                 395,            0.027183,            0.013264,            0.010679,             0.94262,             0.89176,             0.95943,             0.71408,             0.02289,           0.0050664,            0.002679,           0.0021988,           0.0021988,           0.0021988
                 396,            0.027069,            0.013357,            0.010637,             0.94243,             0.89275,             0.95971,             0.71474,            0.022864,            0.005063,           0.0026685,            0.002179,            0.002179,            0.002179
                 397,            0.026831,            0.013146,            0.011027,             0.94205,             0.89343,             0.95989,             0.71525,            0.022837,           0.0050598,           0.0026587,           0.0021592,           0.0021592,           0.0021592
                 398,            0.027121,            0.013138,            0.010687,              0.9421,             0.89379,             0.95998,               0.716,            0.022808,           0.0050564,           0.0026484,           0.0021394,           0.0021394,           0.0021394
                 399,            0.026899,            0.013282,            0.010561,             0.94181,               0.895,             0.96024,              0.7165,            0.022785,           0.0050532,            0.002638,           0.0021196,           0.0021196,           0.0021196
                 400,             0.02699,            0.013283,            0.010552,             0.94184,             0.89554,             0.96046,             0.71692,             0.02276,           0.0050498,           0.0026276,           0.0020998,           0.0020998,           0.0020998
                 401,            0.026957,            0.013228,             0.01047,             0.94212,             0.89593,             0.96071,              0.7174,            0.022735,           0.0050466,           0.0026182,             0.00208,             0.00208,             0.00208
                 402,            0.026948,            0.013205,            0.010474,               0.942,              0.8962,             0.96086,             0.71805,             0.02271,           0.0050431,           0.0026079,           0.0020602,           0.0020602,           0.0020602
                 403,            0.026923,            0.013251,            0.010557,             0.94181,             0.89667,             0.96105,             0.71861,            0.022685,             0.00504,           0.0025983,           0.0020404,           0.0020404,           0.0020404
                 404,             0.02673,            0.013214,             0.01032,             0.94152,             0.89732,             0.96126,             0.71927,            0.022663,           0.0050369,           0.0025885,           0.0020206,           0.0020206,           0.0020206
                 405,            0.026804,             0.01319,             0.01008,             0.94187,             0.89769,             0.96152,             0.71972,            0.022639,           0.0050334,           0.0025787,           0.0020008,           0.0020008,           0.0020008
                 406,             0.02668,            0.013088,            0.010391,             0.94287,             0.89732,             0.96167,             0.72018,            0.022614,           0.0050307,           0.0025693,            0.001981,            0.001981,            0.001981
                 407,            0.026745,            0.013096,            0.010083,             0.94245,             0.89846,             0.96187,             0.72093,            0.022586,            0.005027,           0.0025589,           0.0019612,           0.0019612,           0.0019612
                 408,            0.026825,            0.013108,            0.010019,             0.94265,              0.8986,             0.96197,             0.72139,            0.022562,           0.0050238,           0.0025502,           0.0019414,           0.0019414,           0.0019414
                 409,            0.026344,            0.013036,            0.010003,             0.94303,             0.89926,             0.96219,             0.72209,            0.022539,           0.0050208,           0.0025405,           0.0019216,           0.0019216,           0.0019216
                 410,            0.026424,            0.013159,            0.010086,             0.94348,             0.89897,             0.96229,             0.72251,            0.022516,           0.0050175,            0.002531,           0.0019018,           0.0019018,           0.0019018
                 411,            0.026526,            0.013077,           0.0099687,             0.94369,             0.89923,             0.96243,             0.72328,            0.022491,           0.0050142,           0.0025212,            0.001882,            0.001882,            0.001882
                 412,             0.02633,            0.013087,           0.0098515,             0.94389,             0.89949,             0.96264,             0.72391,            0.022466,           0.0050108,           0.0025113,           0.0018622,           0.0018622,           0.0018622
                 413,             0.02637,             0.01313,           0.0097961,             0.94419,             0.89978,             0.96283,             0.72446,             0.02244,           0.0050073,           0.0025021,           0.0018424,           0.0018424,           0.0018424
                 414,            0.026212,            0.013002,           0.0098399,             0.94215,             0.90214,              0.9631,             0.72522,            0.022416,           0.0050039,           0.0024931,           0.0018226,           0.0018226,           0.0018226
                 415,            0.026226,            0.013038,           0.0097349,             0.94258,             0.90225,             0.96328,              0.7259,            0.022391,           0.0050009,           0.0024838,           0.0018028,           0.0018028,           0.0018028
                 416,            0.026275,            0.013109,           0.0096384,             0.94288,             0.90284,             0.96358,             0.72654,            0.022366,           0.0049972,           0.0024744,            0.001783,            0.001783,            0.001783
                 417,            0.026003,            0.013033,           0.0096702,             0.94268,             0.90344,             0.96381,             0.72711,            0.022338,           0.0049932,           0.0024635,           0.0017632,           0.0017632,           0.0017632
                 418,            0.026175,            0.013089,           0.0096544,             0.94304,             0.90434,             0.96427,             0.72787,            0.022311,           0.0049894,           0.0024544,           0.0017434,           0.0017434,           0.0017434
                 419,            0.026227,            0.013057,           0.0092793,             0.94335,              0.9048,             0.96446,             0.72866,            0.022281,           0.0049854,            0.002444,           0.0017236,           0.0017236,           0.0017236
                 420,            0.026097,            0.013002,           0.0093315,             0.94318,             0.90479,             0.96442,             0.72899,            0.022256,           0.0049818,           0.0024343,           0.0017038,           0.0017038,           0.0017038
                 421,            0.026071,            0.012939,           0.0094341,             0.93405,             0.91015,             0.96503,             0.72978,            0.022228,           0.0049779,           0.0024242,            0.001684,            0.001684,            0.001684
                 422,            0.025812,            0.012881,            0.009423,             0.93348,             0.91041,             0.96522,              0.7306,              0.0222,           0.0049741,           0.0024142,           0.0016642,           0.0016642,           0.0016642
                 423,            0.025663,            0.012844,           0.0092817,             0.93274,              0.9115,             0.96535,             0.73114,            0.022175,           0.0049705,           0.0024049,           0.0016444,           0.0016444,           0.0016444
                 424,            0.025679,            0.012845,           0.0095265,             0.93231,             0.91292,             0.96558,             0.73135,             0.02215,           0.0049667,           0.0023949,           0.0016246,           0.0016246,           0.0016246
                 425,            0.025683,            0.012932,           0.0093753,             0.92057,             0.92586,              0.9657,             0.73187,            0.022122,            0.004963,           0.0023853,           0.0016048,           0.0016048,           0.0016048
                 426,            0.025807,            0.012844,           0.0088618,             0.92142,             0.92585,             0.96595,             0.73247,            0.022096,           0.0049592,           0.0023761,            0.001585,            0.001585,            0.001585
                 427,            0.025713,            0.012831,           0.0091165,             0.92365,             0.92488,             0.96606,             0.73318,            0.022067,           0.0049554,           0.0023671,           0.0015652,           0.0015652,           0.0015652
                 428,            0.025633,            0.012813,           0.0090484,              0.9257,             0.92375,             0.96648,             0.73407,            0.022041,           0.0049519,           0.0023579,           0.0015454,           0.0015454,           0.0015454
                 429,            0.025607,             0.01283,           0.0091263,             0.92782,             0.92271,             0.96663,             0.73454,            0.022014,           0.0049481,           0.0023492,           0.0015256,           0.0015256,           0.0015256
                 430,             0.02546,            0.012739,            0.008921,             0.92955,             0.92098,             0.96681,             0.73508,            0.021984,           0.0049439,           0.0023402,           0.0015058,           0.0015058,           0.0015058
                 431,            0.025503,            0.012703,            0.008993,             0.93208,             0.91957,             0.96693,             0.73543,            0.021958,           0.0049404,           0.0023317,            0.001486,            0.001486,            0.001486
                 432,            0.025459,            0.012718,           0.0087048,             0.93372,             0.91805,              0.9671,             0.73578,            0.021932,           0.0049365,           0.0023222,           0.0014662,           0.0014662,           0.0014662
                 433,            0.025297,            0.012763,           0.0091361,             0.93526,             0.91706,              0.9673,             0.73652,            0.021904,           0.0049327,            0.002313,           0.0014464,           0.0014464,           0.0014464
                 434,            0.025291,            0.012679,           0.0088029,             0.93562,             0.91692,             0.96746,             0.73721,            0.021875,           0.0049284,           0.0023029,           0.0014266,           0.0014266,           0.0014266
                 435,            0.025293,            0.012761,           0.0088263,             0.93707,              0.9166,             0.96759,             0.73758,            0.021849,           0.0049245,           0.0022925,           0.0014068,           0.0014068,           0.0014068
                 436,            0.025186,            0.012724,           0.0086765,             0.93726,             0.91712,             0.96781,             0.73832,            0.021821,           0.0049208,           0.0022826,            0.001387,            0.001387,            0.001387
                 437,            0.025156,            0.012632,           0.0087064,             0.93828,             0.91694,             0.96791,             0.73877,            0.021796,            0.004917,           0.0022735,           0.0013672,           0.0013672,           0.0013672
                 438,            0.025264,            0.012771,            0.008624,             0.93955,             0.91689,             0.96815,             0.73948,             0.02177,           0.0049132,           0.0022644,           0.0013474,           0.0013474,           0.0013474
                 439,            0.025101,            0.012692,           0.0085077,             0.93964,             0.91719,             0.96839,             0.74011,            0.021743,           0.0049097,           0.0022544,           0.0013276,           0.0013276,           0.0013276
                 440,            0.024948,            0.012501,           0.0082297,             0.93986,             0.91878,             0.96838,             0.74048,            0.021711,           0.0049057,           0.0022442,           0.0013078,           0.0013078,           0.0013078
                 441,            0.024709,            0.012455,           0.0083281,             0.94036,             0.91873,             0.96858,             0.74129,            0.021684,            0.004901,           0.0022347,            0.001288,            0.001288,            0.001288
                 442,            0.024892,             0.01268,           0.0085548,             0.94057,             0.91874,             0.96871,             0.74206,            0.021658,           0.0048975,            0.002225,           0.0012682,           0.0012682,           0.0012682
                 443,            0.024847,            0.012646,           0.0084593,             0.94087,             0.91835,             0.96879,             0.74251,            0.021629,           0.0048932,           0.0022161,           0.0012484,           0.0012484,           0.0012484
                 444,            0.024683,            0.012515,           0.0081838,             0.94199,             0.91787,             0.96887,             0.74324,            0.021601,           0.0048892,           0.0022063,           0.0012286,           0.0012286,           0.0012286
                 445,            0.024678,            0.012537,           0.0080816,             0.94242,             0.91789,             0.96902,             0.74397,            0.021569,           0.0048849,           0.0021965,           0.0012088,           0.0012088,           0.0012088
                 446,            0.024929,            0.012738,           0.0079569,              0.9431,             0.91804,             0.96915,             0.74451,            0.021541,            0.004881,           0.0021871,            0.001189,            0.001189,            0.001189
                 447,            0.024553,            0.012521,           0.0081135,              0.9434,             0.91818,             0.96937,             0.74499,            0.021511,            0.004877,           0.0021779,           0.0011692,           0.0011692,           0.0011692
                 448,            0.024445,            0.012473,           0.0080906,             0.94398,             0.91827,             0.96954,             0.74569,            0.021486,           0.0048729,           0.0021687,           0.0011494,           0.0011494,           0.0011494
                 449,            0.024616,            0.012444,           0.0078785,             0.94422,             0.91829,             0.96967,             0.74583,             0.02146,           0.0048688,           0.0021597,           0.0011296,           0.0011296,           0.0011296
                 450,            0.024399,            0.012558,           0.0078229,             0.94468,             0.91822,             0.96976,             0.74663,            0.021431,           0.0048645,           0.0021506,           0.0011098,           0.0011098,           0.0011098
                 451,            0.024315,            0.012417,           0.0079905,             0.94561,             0.91762,             0.97002,             0.74734,            0.021403,           0.0048607,           0.0021411,             0.00109,             0.00109,             0.00109
                 452,            0.024363,            0.012484,           0.0079194,             0.94646,              0.9175,             0.97033,             0.74776,            0.021376,           0.0048565,           0.0021315,           0.0010702,           0.0010702,           0.0010702
                 453,            0.024137,             0.01245,           0.0077267,             0.94773,              0.9174,             0.97045,             0.74826,            0.021344,           0.0048523,           0.0021214,           0.0010504,           0.0010504,           0.0010504
                 454,            0.024133,             0.01241,           0.0077258,             0.94781,             0.91788,             0.97063,             0.74898,            0.021317,           0.0048485,           0.0021118,           0.0010306,           0.0010306,           0.0010306
                 455,            0.024139,             0.01228,           0.0075516,             0.94796,             0.91797,             0.97064,             0.74939,            0.021287,           0.0048436,            0.002102,           0.0010108,           0.0010108,           0.0010108
                 456,            0.024022,            0.012287,           0.0077625,             0.94787,             0.91825,             0.97081,             0.75011,            0.021258,           0.0048396,           0.0020923,            0.000991,            0.000991,            0.000991
                 457,            0.024051,            0.012326,           0.0075411,             0.94802,             0.91831,              0.9708,             0.75043,            0.021227,           0.0048356,           0.0020833,           0.0009712,           0.0009712,           0.0009712
                 458,            0.023891,            0.012314,           0.0074943,              0.9481,             0.91866,             0.97097,             0.75112,            0.021196,           0.0048312,           0.0020743,           0.0009514,           0.0009514,           0.0009514
                 459,            0.023865,            0.012311,           0.0074766,             0.94778,             0.91933,             0.97122,             0.75187,            0.021165,           0.0048271,           0.0020643,           0.0009316,           0.0009316,           0.0009316
                 460,            0.023619,            0.012161,           0.0073788,             0.94808,             0.91975,             0.97148,             0.75247,            0.021136,           0.0048225,           0.0020545,           0.0009118,           0.0009118,           0.0009118
                 461,            0.023688,            0.012255,           0.0072372,             0.94848,             0.92015,             0.97205,             0.75323,            0.021108,           0.0048178,           0.0020447,            0.000892,            0.000892,            0.000892
                 462,            0.023577,            0.012268,           0.0072993,             0.94829,             0.92057,             0.97208,             0.75364,             0.02108,           0.0048138,           0.0020349,           0.0008722,           0.0008722,           0.0008722
                 463,            0.023569,            0.012226,           0.0072882,             0.94826,             0.92118,             0.97225,             0.75363,            0.021051,           0.0048093,           0.0020253,           0.0008524,           0.0008524,           0.0008524
                 464,            0.023608,            0.012139,           0.0071333,             0.94843,             0.92094,             0.97236,             0.75412,            0.021019,           0.0048045,           0.0020159,           0.0008326,           0.0008326,           0.0008326
                 465,            0.023454,            0.012128,           0.0070349,              0.9488,             0.92132,             0.97251,             0.75446,             0.02099,           0.0048002,           0.0020065,           0.0008128,           0.0008128,           0.0008128
                 466,            0.023482,            0.012172,           0.0070743,             0.94896,             0.92177,             0.97264,             0.75596,            0.020963,           0.0047957,           0.0019977,            0.000793,            0.000793,            0.000793
                 467,            0.023519,            0.012152,           0.0067949,             0.94967,             0.92193,             0.97301,             0.75656,            0.020935,           0.0047912,            0.001988,           0.0007732,           0.0007732,           0.0007732
                 468,            0.023212,             0.01211,           0.0069858,             0.94991,             0.92202,             0.97307,              0.7573,            0.020904,           0.0047862,           0.0019782,           0.0007534,           0.0007534,           0.0007534
                 469,            0.023506,            0.012151,           0.0068551,             0.95013,             0.92213,             0.97317,             0.75769,            0.020872,           0.0047815,           0.0019686,           0.0007336,           0.0007336,           0.0007336
